Player Name,Team,Rating,Total Rating,Goals,Assists,Expected Goals,Expected Assists,Accurate Passes,Inaccurate Passes,Total Passes,Successful Dribbles,Yellow Cards,Red Cards,Shots On Target,Total Shots,Minutes Played,Appearances
isi-palazon,Rayo Vallecano,6.9228571428571,242.3,4,1,5.5649,2.09920469,768,263,1031,32,8,0,32,68,2709,35
miguel-crespo,Rayo Vallecano,6.8,88.4,0,0,0.0507,0.44510665,202,36,238,11,3,0,0,2,476,13
alvaro-garcia,Rayo Vallecano,6.96,208.8,6,1,5.1011,2.74466085,424,205,629,9,6,1,15,37,2327,30
oscar-trejo,Rayo Vallecano,6.5633333333333,196.9,0,0,0.8225,2.09187594,596,105,701,31,4,1,2,16,1319,30
bebe,Rayo Vallecano,6.6722222222222,120.1,2,0,1.4377,0.53156544,41,18,59,12,1,0,5,15,241,18
jorge-de-frutos,Rayo Vallecano,6.65,226.1,2,0,2.4473,1.0203838,291,88,379,15,1,0,10,26,1433,34
oscar-valentin,Rayo Vallecano,6.8636363636364,226.5,1,0,1.6754,0.65165605,989,218,1207,7,4,1,7,15,2639,33
unai-lopez,Rayo Vallecano,6.8242424242424,225.2,1,2,1.1148,2.52581539,1097,205,1302,22,9,0,5,29,2034,33
kike-perez,Rayo Vallecano,6.6260869565217,152.4,1,0,1.8863,0.86646478,262,67,329,9,7,0,5,13,837,23
jose-pozo,Rayo Vallecano,6.6,13.2,0,0,,0.00458151,11,0,11,0,0,0,0,0,17,2
abdul-mumin,Rayo Vallecano,6.8947368421053,131.0,1,0,0.3675,0.13044307,594,146,740,1,4,1,1,5,1615,19
andrei-ratiu,Rayo Vallecano,6.47,64.7,0,0,0.2863,0.09977529,149,39,188,9,1,0,1,6,522,10
florian-lejeune,Rayo Vallecano,7.0485714285714,246.7,3,1,3.0791,0.80557437,1557,348,1905,4,5,0,19,63,3148,35
alfonso-espino,Rayo Vallecano,6.7633333333333,202.9,0,1,1.0047,2.44164066,820,270,1090,23,9,0,5,18,2422,30
ivan-balliu,Rayo Vallecano,6.840625,218.9,0,1,0.6803,2.29563707,789,236,1025,7,4,0,4,11,2786,32
aridane-hernandez,Rayo Vallecano,6.8,122.4,0,0,0.2333,0.09074263,616,105,721,1,3,0,0,4,1601,18
josep-chavarria,Rayo Vallecano,6.705,134.1,1,1,0.9718,0.96826253,466,116,582,9,3,1,2,11,1072,20
stole-dimitrievski,Rayo Vallecano,6.95,250.2,0,0,0.0,0.06299084,560,445,1005,1,2,0,0,0,3240,36
radamel-falcao,Rayo Vallecano,6.6,132.0,1,0,2.4385,0.28759222,75,17,92,3,4,0,7,15,324,20
raul-de-tomas,Rayo Vallecano,6.7375,161.7,1,2,3.3565,0.38916391,201,52,253,20,5,0,12,39,1255,24
sergio-camello,Rayo Vallecano,6.7033333333333,201.1,3,1,4.5283,1.16754164,264,96,360,15,3,0,13,33,1597,30
randy-nteka,Rayo Vallecano,6.49375,103.9,1,1,2.3288,0.85096314,128,45,173,7,2,0,6,15,578,16
ismaila-ciss,Rayo Vallecano,6.8896551724138,199.8,1,0,1.4749,0.64165089,667,130,797,16,10,0,7,20,1495,29
isi-palazon,Rayo Vallecano,6.9228571428571,242.3,4,1,5.5649,2.09920469,768,263,1031,32,8,0,32,68,2709,35
miguel-crespo,Rayo Vallecano,6.8,88.4,0,0,0.0507,0.44510665,202,36,238,11,3,0,0,2,476,13
alvaro-garcia,Rayo Vallecano,6.96,208.8,6,1,5.1011,2.74466085,424,205,629,9,6,1,15,37,2327,30
oscar-trejo,Rayo Vallecano,6.5633333333333,196.9,0,0,0.8225,2.09187594,596,105,701,31,4,1,2,16,1319,30
bebe,Rayo Vallecano,6.6722222222222,120.1,2,0,1.4377,0.53156544,41,18,59,12,1,0,5,15,241,18
jorge-de-frutos,Rayo Vallecano,6.65,226.1,2,0,2.4473,1.0203838,291,88,379,15,1,0,10,26,1433,34
oscar-valentin,Rayo Vallecano,6.8636363636364,226.5,1,0,1.6754,0.65165605,989,218,1207,7,4,1,7,15,2639,33
unai-lopez,Rayo Vallecano,6.8242424242424,225.2,1,2,1.1148,2.52581539,1097,205,1302,22,9,0,5,29,2034,33
kike-perez,Rayo Vallecano,6.6260869565217,152.4,1,0,1.8863,0.86646478,262,67,329,9,7,0,5,13,837,23
jose-pozo,Rayo Vallecano,6.6,13.2,0,0,,0.00458151,11,0,11,0,0,0,0,0,17,2
abdul-mumin,Rayo Vallecano,6.8947368421053,131.0,1,0,0.3675,0.13044307,594,146,740,1,4,1,1,5,1615,19
andrei-ratiu,Rayo Vallecano,6.47,64.7,0,0,0.2863,0.09977529,149,39,188,9,1,0,1,6,522,10
florian-lejeune,Rayo Vallecano,7.0485714285714,246.7,3,1,3.0791,0.80557437,1557,348,1905,4,5,0,19,63,3148,35
alfonso-espino,Rayo Vallecano,6.7633333333333,202.9,0,1,1.0047,2.44164066,820,270,1090,23,9,0,5,18,2422,30
ivan-balliu,Rayo Vallecano,6.840625,218.9,0,1,0.6803,2.29563707,789,236,1025,7,4,0,4,11,2786,32
aridane-hernandez,Rayo Vallecano,6.8,122.4,0,0,0.2333,0.09074263,616,105,721,1,3,0,0,4,1601,18
josep-chavarria,Rayo Vallecano,6.705,134.1,1,1,0.9718,0.96826253,466,116,582,9,3,1,2,11,1072,20
stole-dimitrievski,Rayo Vallecano,6.95,250.2,0,0,0.0,0.06299084,560,445,1005,1,2,0,0,0,3240,36
luis-javier-suarez,Almería,6.9692307692308,90.6,4,0,5.5215,0.49102015,122,35,157,10,2,0,12,33,784,13
largie-ramazani,Almería,6.7310344827586,195.2,3,5,4.721,2.39588437,195,108,303,31,7,2,13,40,1576,29
ibrahima-kone,Almería,6.5375,52.3,0,0,0.3576,0.44668996,33,16,49,1,0,0,2,3,281,8
anthony-lozano,Almería,6.6388888888889,119.5,3,0,3.4399,0.37925918,100,39,139,5,2,0,8,26,848,18
leo-baptistao,Almería,6.84,205.2,6,0,5.2697,0.98691743,333,168,501,11,6,1,18,48,1810,30
marko-milovanovic,Almería,6.5909090909091,72.5,1,0,1.532,0.11037717,43,24,67,1,0,0,1,5,316,11
luka-romero,Almería,6.6909090909091,73.6,3,0,1.2517,0.09859805,111,9,120,5,1,0,3,7,369,11
sergio-arribas,Almería,6.98125,223.4,6,3,6.9595,3.03688919,505,108,613,14,0,0,17,51,1938,32
iddrisu-baba,Almería,6.704,167.6,0,0,0.7161,0.44437255,541,106,647,14,5,0,2,8,1442,25
dion-lopy,Almería,6.8733333333333,206.2,0,0,1.2696,0.71437266,736,130,866,29,5,0,8,23,1927,30
lucas-robertone,Almería,7.1129032258065,220.5,0,5,0.9369,2.08645343,1002,194,1196,8,10,0,13,35,2269,31
jonathan-viera,Almería,7.12,142.4,2,3,3.2096,2.2152528,865,106,971,17,2,1,9,23,1458,20
adrian-embarba,Almería,6.9058823529412,234.8,3,1,4.0886,3.53841086,526,176,702,42,4,0,24,60,2387,34
gonzalo-melero,Almería,6.5653846153846,170.7,0,1,1.7417,0.88104287,328,69,397,6,3,0,3,12,1018,26
pena-marcos,Almería,6.8428571428571,47.9,0,0,0.1729,0.02507911,188,29,217,0,3,0,1,4,439,7
cesar-montes,Almería,6.655,133.1,0,0,0.7015,0.38655037,721,206,927,3,5,0,2,13,1702,20
bruno-langa,Almería,6.6666666666667,60.0,0,0,0.1217,0.1669709,190,62,252,9,1,1,1,6,639,9
chumi,Almería,6.6103448275862,191.7,0,1,0.9678,0.63208101,945,146,1091,5,4,0,1,5,2257,29
edgar-gonzalez,Almería,6.7310344827586,195.2,2,0,2.3368,0.28869303,1085,188,1273,7,5,1,3,13,2393,29
marc-pubill,Almería,6.8590909090909,150.9,1,3,0.6457,0.8209026,509,155,664,28,2,0,3,18,1799,22
alejandro-pozo,Almería,6.505,130.1,0,0,0.4034,0.75840721,315,95,410,1,3,0,3,4,902,20
aleksandar-radovanovic,Almería,6.9285714285714,48.5,0,0,0.0353,0.00756387,159,11,170,0,2,0,0,1,496,7
centelles-alex,Almería,6.5692307692308,85.4,0,1,0.0354,0.94766185,290,92,382,2,2,0,1,2,897,13
luis-maximiano,Almería,7.0090909090909,231.3,0,0,0.0,0.03809096,691,422,1113,3,1,0,0,0,2970,33
fernando-martinez,Almería,6.35,12.7,0,0,,0.00579947,40,29,69,0,0,0,0,0,180,2
diego-marino,Almería,6.8,6.8,0,0,0.0,0.00041016,17,4,21,0,0,0,0,0,90,1
luis-javier-suarez,Almería,6.9692307692308,90.6,4,0,5.5215,0.49102015,122,35,157,10,2,0,12,33,784,13
largie-ramazani,Almería,6.7310344827586,195.2,3,5,4.721,2.39588437,195,108,303,31,7,2,13,40,1576,29
ibrahima-kone,Almería,6.5375,52.3,0,0,0.3576,0.44668996,33,16,49,1,0,0,2,3,281,8
anthony-lozano,Almería,6.6388888888889,119.5,3,0,3.4399,0.37925918,100,39,139,5,2,0,8,26,848,18
leo-baptistao,Almería,6.84,205.2,6,0,5.2697,0.98691743,333,168,501,11,6,1,18,48,1810,30
marko-milovanovic,Almería,6.5909090909091,72.5,1,0,1.532,0.11037717,43,24,67,1,0,0,1,5,316,11
luka-romero,Almería,6.6909090909091,73.6,3,0,1.2517,0.09859805,111,9,120,5,1,0,3,7,369,11
sergio-arribas,Almería,6.98125,223.4,6,3,6.9595,3.03688919,505,108,613,14,0,0,17,51,1938,32
iddrisu-baba,Almería,6.704,167.6,0,0,0.7161,0.44437255,541,106,647,14,5,0,2,8,1442,25
dion-lopy,Almería,6.8733333333333,206.2,0,0,1.2696,0.71437266,736,130,866,29,5,0,8,23,1927,30
lucas-robertone,Almería,7.1129032258065,220.5,0,5,0.9369,2.08645343,1002,194,1196,8,10,0,13,35,2269,31
jonathan-viera,Almería,7.12,142.4,2,3,3.2096,2.2152528,865,106,971,17,2,1,9,23,1458,20
adrian-embarba,Almería,6.9058823529412,234.8,3,1,4.0886,3.53841086,526,176,702,42,4,0,24,60,2387,34
gonzalo-melero,Almería,6.5653846153846,170.7,0,1,1.7417,0.88104287,328,69,397,6,3,0,3,12,1018,26
pena-marcos,Almería,6.8428571428571,47.9,0,0,0.1729,0.02507911,188,29,217,0,3,0,1,4,439,7
cesar-montes,Almería,6.655,133.1,0,0,0.7015,0.38655037,721,206,927,3,5,0,2,13,1702,20
bruno-langa,Almería,6.6666666666667,60.0,0,0,0.1217,0.1669709,190,62,252,9,1,1,1,6,639,9
chumi,Almería,6.6103448275862,191.7,0,1,0.9678,0.63208101,945,146,1091,5,4,0,1,5,2257,29
edgar-gonzalez,Almería,6.7310344827586,195.2,2,0,2.3368,0.28869303,1085,188,1273,7,5,1,3,13,2393,29
marc-pubill,Almería,6.8590909090909,150.9,1,3,0.6457,0.8209026,509,155,664,28,2,0,3,18,1799,22
alejandro-pozo,Almería,6.505,130.1,0,0,0.4034,0.75840721,315,95,410,1,3,0,3,4,902,20
aleksandar-radovanovic,Almería,6.9285714285714,48.5,0,0,0.0353,0.00756387,159,11,170,0,2,0,0,1,496,7
centelles-alex,Almería,6.5692307692308,85.4,0,1,0.0354,0.94766185,290,92,382,2,2,0,1,2,897,13
luis-maximiano,Almería,7.0090909090909,231.3,0,0,0.0,0.03809096,691,422,1113,3,1,0,0,0,2970,33
fernando-martinez,Almería,6.35,12.7,0,0,,0.00579947,40,29,69,0,0,0,0,0,180,2
diego-marino,Almería,6.8,6.8,0,0,0.0,0.00041016,17,4,21,0,0,0,0,0,90,1
