Equipo,Jugador,Posición,Puntos,Precio,PJ,Casa,Fuera,Media,Player Name,Team,Rating,Total Rating,Goals,Assists,Expected Goals,Expected Assists,Accurate Passes,Inaccurate Passes,Total Passes,Successful Dribbles,Yellow Cards,Red Cards,Shots On Target,Total Shots,Minutes Played,Appearances,ID
Athletic,Yeray,Defensa,73,20000000,19,9,10,3.84,yeray-alvarez,Athletic Club,6.8055555555556,122.5,0,0,0.2757,0.35967993,560,124,684,2,1,1,2,7,1110,18,807648
Barcelona,Oriol Romeu,Centrocampista,72,20000000,28,14,14,2.57,oriol-romeu,Barcelona,6.84,171.0,0,1,0.7006,0.86125744,669,81,750,4,4,0,2,10,901,27,69416
Valencia,André Almeida,Centrocampista,72,19000000,18,8,10,4.0,andre-almeida,Valencia CF,6.8823529411765,117.0,2,1,0.3779,0.83589881,259,68,327,11,0,0,4,8,879,17,845693
Alavés,Abde Rebbach,Delantero,72,9000000,23,10,13,3.13,ander-herrera,Athletic Club,6.9260869565217,159.3,0,3,0.7332,1.91072913,638,99,737,5,4,0,2,14,1023,23,82474
Athletic,Muniain,Centrocampista,71,23000000,20,13,7,3.55,iker-muniain,Athletic Club,6.775,135.5,2,0,1.744,1.31164373,336,42,378,13,1,0,7,13,607,20,71707
Real Sociedad,Aihen,Defensa,71,11000000,21,10,11,3.38,aihen-munoz,Real Sociedad,6.8380952380952,143.6,0,2,0.2932,0.89581529691,391,115,506,10,2,0,2,7,1132,21,966441
Rayo Vallecano,Chavarría,Defensa,71,9000000,23,10,13,3.09,josep-chavarria,Rayo Vallecano,6.6952380952381,140.6,1,1,0.9718,0.96897803,470,116,586,9,3,1,2,11,1086,21,1010421
Celta,Swedberg,Centrocampista,71,8000000,15,8,7,4.73,williot-swedberg,Celta de Vigo,6.8692307692308,89.3,5,0,2.2724,0.54910457,72,23,95,7,1,0,6,12,384,14,1126779
Osasuna,Herrando,Defensa,71,7000000,19,9,10,3.74,herrando-jorge,CA Osasuna,6.6888888888889,120.4,0,0,0.3583,0.11173271,551,144,695,2,4,0,0,4,1554,18,944225
Valencia,Özkacar,Defensa,70,9000000,23,12,11,3.04,cenk-ozkacar,Valencia CF,6.7304347826087,154.8,0,0,0.256,0.29989659,679,152,831,3,3,0,3,6,1604,23,953097
Real Madrid,Kepa,Portero,69,22000000,14,7,7,4.93,koke,Atlético Madrid,7.0424242424242,232.4,0,4,0.4174,2.83876056,1989,199,2188,5,4,0,2,10,2412,34,84539
Rayo Vallecano,Aridane,Defensa,69,12000000,19,9,10,3.63,arda-guler,Real Madrid,7.27,72.7,6,0,1.4436,0.54123787,179,24,203,11,1,0,6,15,390,10,1091116
Getafe,Carmona,Defensa,69,9000000,30,14,16,2.3,marc-cardona,Las Palmas,6.775,162.6,3,1,3.7668,0.6088184,166,52,218,13,4,0,10,21,717,25,841854
Celta,Hugo Álvarez,Delantero,69,7000000,12,7,5,5.75,hugo-alvarez,Celta de Vigo,7.1583333333333,85.9,1,1,1.0441,1.77943754,318,54,372,16,1,0,4,12,781,12,1154935
Girona,Arnau Martínez,Defensa,67,19000000,21,9,12,3.19,marc-martinez,Granada CF,7.35,14.7,0,0,,0.00652452,45,14,59,0,0,0,0,0,180,2,232548
Atlético,Savic,Defensa,67,18000000,23,13,10,2.91,gavi,Barcelona,7.1333333333333,85.6,1,1,0.9486,1.37264491,481,45,526,12,5,0,4,9,943,12,1103693
Mallorca,Copete,Defensa,67,12000000,19,9,10,3.53,jose-copete,RCD Mallorca,6.7894736842105,129.0,1,1,0.5418,0.49501353,446,125,571,4,7,0,1,7,1335,19,913695
Celta,Carlos Dominguez,Defensa,65,9000000,22,10,12,2.95,carlos-dominguez,Celta de Vigo,6.7571428571429,141.9,0,0,0.2769,0.2522736,635,167,802,2,2,0,0,5,1540,21,1069703
Villarreal,Pedraza,Defensa,62,13000000,19,10,9,3.26,pedri,Barcelona,7.2217391304348,166.1,4,2,2.5708,3.9504189,955,137,1092,15,3,0,6,13,1397,23,992587
Rayo Vallecano,Bebé,Delantero,61,10000000,19,10,9,3.21,bebe,Rayo Vallecano,6.6722222222222,120.1,2,0,1.4377,0.53156544,41,18,59,12,1,0,5,15,241,18,124950
Betis,Abner Vinicius,Defensa,61,9000000,23,10,13,2.65,abner-vinicius,Real Betis,6.695652173913,154.0,0,1,0.121,1.02737855,493,116,609,7,3,0,0,4,1418,23,973838
Valencia,Diakhaby,Defensa,60,13000000,14,7,7,4.29,mouctar-diakhaby,Valencia CF,6.9285714285714,97.0,1,0,0.7244,0.09344251,475,70,545,4,6,0,3,7,1071,14,797306
Villarreal,Coquelin,Centrocampista,60,11000000,17,8,9,3.53,francis-coquelin,Villarreal CF,6.7529411764706,114.8,0,0,0.1108,0.61295098,378,51,429,3,4,0,0,3,919,17,40672
Betis,Bellerín,Defensa,59,24000000,23,13,10,2.57,hector-bellerin,Real Betis,6.5363636363636,143.8,0,1,0.0,1.22970146,592,149,741,15,0,1,0,0,1624,22,188365
Celta,Sotelo,Centrocampista,59,7000000,17,9,8,3.47,hugo-sotelo,Celta de Vigo,6.8266666666667,102.4,0,1,0.2993,1.10710508,473,40,513,7,1,0,1,7,637,16,1120669
Real Madrid,David Alaba,Defensa,58,23000000,14,7,7,4.14,david-alaba,Real Madrid,7.1142857142857,99.6,0,1,0.9627,0.76605241,803,75,878,0,2,0,4,14,1156,14,66492
Villarreal,Foyth,Defensa,58,22000000,12,7,5,4.83,juan-foyth,Villarreal CF,7.0,84.0,1,1,0.3912,0.85043623,477,99,576,20,1,0,2,6,1063,12,873189
Atlético,Reinildo,Defensa,58,18000000,16,9,7,3.63,reinildo-mandava,Atlético Madrid,6.9307692307692,90.1,1,1,0.3537,0.5157691,309,50,359,8,1,0,2,4,717,15,831424
Valencia,Yaremchuk,Delantero,57,14000000,25,15,10,2.28,roman-yaremchuk,Valencia CF,6.5782608695652,151.3,3,0,4.6401,0.22772484,141,62,203,5,2,0,9,18,941,25,829296
Villarreal,Mandi,Defensa,57,11000000,16,9,7,3.56,aissa-mandi,Villarreal CF,6.76,101.4,1,0,0.634,0.41795874,603,55,658,0,3,0,2,4,1028,15,122810
Rayo Vallecano,Falcao,Delantero,57,9000000,22,13,9,2.59,marcao,Sevilla FC,6.76,33.8,0,0,,0.04878714,164,17,181,1,2,0,0,0,309,6,840951
Valencia,Jesús Vázquez,Defensa,57,9000000,20,9,11,2.85,jesus-vazquez,Valencia CF,6.58,131.6,1,0,1.1581,0.17103144,120,59,179,6,1,0,2,7,727,20,996929
Celta,Jailson,Centrocampista,57,7000000,14,5,9,4.07,jailson,Celta de Vigo,6.8571428571429,96.0,0,1,0.2004,0.44634109,405,78,483,6,1,0,3,5,893,14,794861
Barcelona,Balde,Defensa,56,26000000,18,9,9,3.11,loic-bade,Sevilla FC,7.0074074074074,189.2,0,1,0.9536,0.44194881,1069,224,1293,10,5,1,3,14,2204,27,1006489
Real Sociedad,Elustondo,Defensa,56,12000000,15,6,9,3.73,aritz-elustondo,Real Sociedad,6.8928571428571,96.5,0,1,0.2591,0.08026255,305,49,354,2,2,0,2,6,726,14,785468
Athletic,Villalibre,Delantero,56,10000000,18,9,9,3.11,asier-villalibre,Athletic Club,6.7235294117647,114.3,2,1,1.7249,0.66007855,85,30,115,4,0,0,6,12,463,17,355072
Betis,Sokratis,Defensa,56,8000000,15,7,8,3.73,sokratis,Real Betis,6.7142857142857,94.0,0,0,0.2114,0.10401473,486,65,551,0,5,0,1,1,1050,14,13108
Villarreal,Bertrand Traoré,Delantero,54,8000000,11,6,5,4.91,bertrand-traore,Villarreal CF,6.91,69.1,1,0,0.8479,0.50555984,136,31,167,8,3,0,7,18,484,10,218160
Real Sociedad,André Silva,Delantero,53,54000000,19,12,7,2.79,andre-silva,Real Sociedad,6.6294117647059,112.7,3,0,3.3006,0.22228973,129,29,158,6,1,0,6,16,736,18,190159
Las Palmas,Pejiño,Delantero,53,11000000,17,10,7,3.12,pejino,Las Palmas,6.7235294117647,114.3,2,0,1.3049,0.51589664,158,38,196,15,1,0,8,17,523,17,925220
Sevilla,Dmitrovic,Portero,52,13000000,13,7,6,4.0,marko-dmitrovic,Sevilla FC,6.9538461538462,90.4,0,0,0.0,0.016043,222,101,323,1,1,0,0,0,1170,13,94527
Alavés,Giuliano Simeone,Delantero,52,12000000,14,7,7,3.71,willian-jose,Real Betis,7.0125,224.4,10,5,5.6731,1.62828844,393,104,497,5,0,1,24,48,1901,32,123223
Villarreal,Terrats,Centrocampista,52,11000000,19,10,9,2.74,ramon-terrats,Villarreal CF,6.6647058823529,113.3,0,2,0.3691,1.18726143,306,53,359,10,4,0,1,8,722,18,1088565
Valencia,Amallah,Centrocampista,51,24000000,20,11,9,2.55,amallah-selim,Valencia CF,6.6789473684211,126.9,0,1,0.4164,0.34923261,120,40,160,18,3,1,5,11,633,20,801211
Real Madrid,Ceballos,Centrocampista,51,18000000,20,12,8,2.55,dani-ceballos,Real Madrid,6.7705882352941,115.1,0,2,0.3279,1.03820455,475,47,522,5,2,0,1,7,602,19,547838
Athletic,Raúl García,Delantero,51,10000000,20,8,12,2.55,raul-garcia,Athletic Club,6.5736842105263,124.9,1,0,0.9249,0.50588348,70,44,114,2,4,0,1,10,386,19,4581
Athletic,Dani García,Centrocampista,51,10000000,17,8,9,3.0,dani-garcia,Athletic Club,6.68125,106.9,1,0,0.7724,0.19420294,252,44,296,1,4,0,3,6,652,16,298920
Las Palmas,Benito Ramirez,Delantero,51,10000000,20,11,9,2.55,benito-ramirez,Las Palmas,6.6,118.8,1,0,0.3742,0.28963587,111,28,139,2,0,0,3,10,360,19,868223
Betis,Assane Diao,Delantero,51,9000000,18,9,9,2.83,assane-diao,Real Betis,6.6388888888889,119.5,2,0,2.4915,0.83255547,198,56,254,18,4,0,3,21,1056,18,1493689
Celta,Franco Cervi,Delantero,50,11000000,17,9,8,2.94,franco-cervi,Celta de Vigo,6.8352941176471,116.2,0,1,0.4648,1.22862346,203,37,240,0,2,0,1,8,562,17,557008
Rayo Vallecano,Miguel Crespo,Centrocampista,50,11000000,15,8,7,3.33,miguel-crespo,Rayo Vallecano,6.7642857142857,94.7,0,0,0.1097,0.44865989,212,37,249,12,3,0,0,3,504,14,972410
Barcelona,Vitor Roque,Delantero,50,7000000,14,6,8,3.57,vitor-roque,Barcelona,6.5076923076923,84.6,2,0,2.5387,0.04029001,45,14,59,4,2,1,6,13,304,13,1150391
Rayo Vallecano,Nteka,Delantero,49,9000000,16,8,8,3.06,randy-nteka,Rayo Vallecano,6.49375,103.9,1,1,2.3288,0.85096314,128,45,173,7,2,0,6,15,578,16,932764
Sevilla,Erik Lamela,Centrocampista,48,16000000,13,9,4,3.69,erik-lamela,Sevilla FC,6.8416666666667,82.1,2,0,1.0019,0.67115188,135,22,157,7,3,0,4,9,491,13,122702
Valencia,Peter Federico,Delantero,48,7000000,15,8,7,3.2,hector-bellerin,Real Betis,6.5363636363636,143.8,0,1,0.0,1.22970146,592,149,741,15,0,1,0,0,1624,22,188365
Celta,Carles Pérez,Delantero,47,15000000,16,11,5,2.94,carles-perez,Celta de Vigo,6.725,107.6,1,1,1.1809,0.78764524,193,43,236,14,3,0,6,24,768,16,794950
Alavés,Sedlar,Defensa,47,9000000,11,6,5,4.27,sergi-darder,RCD Mallorca,7.0628571428571,247.2,2,5,2.2269,5.01699791,637,164,801,32,4,0,12,32,2084,35,110783
Betis,Altimira,Centrocampista,47,7000000,14,8,6,3.36,sergi-altimira,Real Betis,6.7454545454545,74.2,1,0,0.2081,0.30506121,283,28,311,6,1,0,2,7,554,13,1137814
Valencia,Yarek,Defensa,47,7000000,14,7,7,3.36,roman-yaremchuk,Valencia CF,6.5782608695652,151.3,3,0,4.6401,0.22772484,141,62,203,5,2,0,9,18,941,25,829296
Mallorca,Nacho Vidal,Defensa,46,9000000,15,8,7,3.07,nacho-vidal,RCD Mallorca,6.7076923076923,87.2,1,0,1.2169,0.3051978,122,39,161,2,1,0,4,10,439,14,844752
Sevilla,Agoumé,Centrocampista,46,8000000,12,5,7,3.83,lucien-agoume,Sevilla FC,6.8545454545455,75.4,0,0,0.6126,0.26660254,272,56,328,7,3,0,2,5,698,11,960006
Mallorca,Javi Llabrés,Delantero,45,8000000,16,7,9,2.81,javi-llabres,RCD Mallorca,6.6357142857143,92.9,1,0,0.6281,0.31988234,41,12,53,4,1,0,3,7,206,15,1162309
Betis,Sabaly,Defensa,44,14000000,12,6,6,3.67,youssouf-sabaly,Real Betis,6.6636363636364,73.3,0,1,0.1008,0.61993943,417,71,488,9,2,0,0,3,958,11,111803
Girona,Juanpe,Defensa,44,9000000,17,6,11,2.59,juanmi,Cádiz CF,6.7866666666667,101.8,3,1,2.6894,0.52717071,174,43,217,9,3,0,7,14,846,15,96369
Barcelona,Iñaki Peña,Portero,42,7000000,10,5,5,4.2,inaki-pena,Barcelona,6.64,66.4,0,0,,0.00277791,213,38,251,0,0,0,0,0,900,10,794949
Valencia,Alberto Marí,Delantero,41,8000000,16,8,8,2.56,alberto-mari,Valencia CF,6.5928571428571,92.3,0,1,1.0128,0.72197777,31,18,49,1,0,0,2,5,222,15,990232
Athletic,Adu Ares,Delantero,40,9000000,12,4,8,3.33,pau-cubarsi,Barcelona,7.0,126.0,0,0,0.0921,0.38415235,1289,119,1408,3,4,0,0,3,1472,18,1402913
Getafe,Yellu,Centrocampista,40,7000000,14,7,7,2.86,joselu,Real Madrid,6.8470588235294,232.8,10,2,11.5716,1.99769496,256,92,348,6,1,0,29,63,1680,34,69418
Celta,Dotor,Centrocampista,39,7000000,17,8,9,2.29,dotor-carlos,Celta de Vigo,6.6384615384615,86.3,0,0,0.1685,0.28455682,273,51,324,3,2,0,0,4,701,16,997221
Celta,Ristic,Defensa,38,10000000,12,8,4,3.17,isco,Real Betis,7.5206896551724,218.1,8,5,8.3004,6.35575127,1151,184,1335,76,10,0,26,64,2338,29,103417
Sevilla,Rafa Mir,Delantero,37,13000000,15,9,6,2.47,rafa-mir,Sevilla FC,6.6933333333333,100.4,2,0,1.4265,0.09371746,60,25,85,2,1,0,7,15,404,15,825754
Villarreal,Eric Bailly,Defensa,37,9000000,10,4,6,3.7,eric-bailly,Villarreal CF,6.69,66.9,0,0,0.2282,0.04018133,337,46,383,7,4,0,0,2,838,10,606346
Getafe,Ilaix Moriba,Centrocampista,37,9000000,14,7,7,2.64,ilaix-moriba,Getafe CF,6.75,94.5,0,2,0.3443,0.42150013,149,52,201,4,3,1,1,4,618,14,962890
Mallorca,Radonjic,Delantero,37,8000000,11,5,6,3.36,nemanja-radonjic,RCD Mallorca,6.84,68.4,0,0,1.587,0.46632507,60,26,86,18,0,0,7,10,293,10,802665
Osasuna,Kike Barja,Centrocampista,36,12000000,16,9,7,2.25,kike-barja,CA Osasuna,6.58,98.7,0,0,0.2239,0.38034711,78,12,90,11,3,0,2,4,314,16,591132
Real Sociedad,Aramburu,Defensa,35,7000000,11,6,5,3.18,jon-aramburu,Real Sociedad,6.72,67.2,0,0,0.1429,0.09689928,209,44,253,2,3,0,0,4,532,10,1116388
Las Palmas,Sory Kaba,Delantero,34,10000000,17,7,10,2.0,sory-kaba,Las Palmas,6.51875,104.3,1,1,1.4633,0.40304064,110,47,157,11,2,0,1,13,748,17,869131
Real Sociedad,Olasagasti,Centrocampista,34,7000000,14,6,8,2.43,jon-ander-olasagasti,Real Sociedad,6.675,80.1,0,0,0.8122,0.17184121,121,39,160,6,2,0,0,8,348,13,1010383
Girona,Jhon Solís,Centrocampista,33,7000000,18,8,10,1.83,hugo-sotelo,Celta de Vigo,6.8266666666667,102.4,0,1,0.2993,1.10710508,473,40,513,7,1,0,1,7,637,16,1120669
Celta,Manquillo,Defensa,33,7000000,12,4,8,2.75,javier-manquillo,Celta de Vigo,6.6363636363636,73.0,0,1,0.1058,0.44597931,305,56,361,4,3,0,0,1,746,12,210082
Real Sociedad,Carlos Fernández,Delantero,32,9000000,10,4,6,3.2,carlos-fernandez,Real Sociedad,6.71,67.1,2,1,1.4966,0.202509595,44,38,82,3,3,0,4,9,411,10,782396
Betis,Bravo,Portero,31,11000000,7,4,3,4.43,claudio-bravo,Real Betis,7.2,50.4,0,0,0.0,0.12749051,156,43,199,0,0,0,0,0,630,7,13249
Rayo Vallecano,Ratiu,Defensa,31,10000000,12,6,6,2.58,sokratis,Real Betis,6.7142857142857,94.0,0,0,0.2114,0.10401473,486,65,551,0,5,0,1,1,1050,14,13108
Real Madrid,Militão,Defensa,30,37000000,10,5,5,3.0,eder-militao,Real Madrid,6.8571428571429,48.0,0,0,0.1205,0.0381347,282,30,312,0,0,0,2,2,471,9,822519
Real Madrid,Courtois,Portero,30,32000000,4,3,1,7.5,thibaut-courtois,Real Madrid,8.2666666666667,24.8,0,0,,0.01707808,70,10,80,0,0,0,0,0,270,3,70988
Villarreal,Yéremy Pino,Delantero,30,32000000,7,3,4,4.29,yeremy-pino,Villarreal CF,7.0285714285714,49.2,0,0,1.4243,0.49704241,131,27,158,9,4,0,4,9,479,7,984624
Celta,Iván Villar,Portero,30,10000000,13,9,4,2.31,ivan-villar,Celta de Vigo,6.6272727272727,72.9,0,0,0.0,0.00993494,139,106,245,0,0,2,0,0,925,11,848980
Las Palmas,Herzog,Defensa,30,7000000,4,2,2,7.5,herrando-jorge,CA Osasuna,6.6888888888889,120.4,0,0,0.3583,0.11173271,551,144,695,2,4,0,0,4,1554,18,944225
Villarreal,Trigueros,Centrocampista,29,11000000,14,8,6,2.07,manu-trigueros,Villarreal CF,6.65,79.8,0,0,0.4516,0.16792902,100,18,118,0,0,0,3,5,252,13,153966
Getafe,Domingos Duarte,Defensa,29,11000000,15,7,8,1.93,domingos-duarte,Getafe CF,6.4666666666667,97.0,0,0,0.2651,0.12561504,292,84,376,1,3,2,0,1,921,15,576276
Getafe,Jordi Martín,Delantero,29,7000000,13,7,6,2.23,roger-marti,Cádiz CF,6.8954545454545,151.7,2,3,2.6305,1.20569442,201,99,300,2,3,0,12,30,1277,22,212074
Celta,Kevin Vázquez,Defensa,28,9000000,12,6,6,2.33,kevin-vazquez,Celta de Vigo,6.6181818181818,72.8,0,0,0.0373,0.35582812,184,68,252,3,3,0,1,2,653,11,795257
Celta,Allende,Delantero,28,8000000,10,3,7,2.8,tadeo-allende,Celta de Vigo,6.5333333333333,58.8,1,0,1.4385,0.18083274,56,29,85,3,1,0,2,8,305,9,1108451
Celta,Miguel Rodríguez,Delantero,26,9000000,15,9,6,1.73,miguel-rodriguez,Celta de Vigo,6.4916666666667,77.9,0,0,0.1419,0.13930224,50,14,64,3,2,0,0,5,241,14,1014118
Barcelona,Héctor Fort,Defensa,26,7000000,7,2,5,3.71,hector-bellerin,Real Betis,6.5363636363636,143.8,0,1,0.0,1.22970146,592,149,741,15,0,1,0,0,1624,22,188365
Osasuna,Unai García,Defensa,23,9000000,9,3,6,2.56,unai-garcia,CA Osasuna,6.5375,52.3,1,0,0.1122,0.02080134,154,38,192,0,3,1,1,2,548,8,330675
Alavés,Owono,Portero,23,7000000,4,2,2,5.75,joao-cancelo,Barcelona,7.2322580645161,224.2,2,3,1.4802,6.13057972,1287,236,1523,58,6,0,9,30,2422,31,138892
Osasuna,Aitor Fernández,Portero,22,11000000,8,6,2,2.75,aitor-fernandez,CA Osasuna,6.5166666666667,39.1,0,0,0.0,0.01589601,93,54,147,0,2,0,0,0,460,6,99516
Athletic,Agirrezabala,Portero,22,9000000,4,1,3,5.5,julen-agirrezabala,Athletic Club,6.9333333333333,20.8,0,0,,0.0052481,42,25,67,0,0,0,0,0,208,3,1014412
Betis,Fran Vieites,Portero,22,7000000,4,1,3,5.5,ferran-torres,Barcelona,6.9259259259259,187.0,7,2,5.5106,1.80653551,325,82,407,10,2,0,15,38,1185,28,855833
Sevilla,Mariano,Delantero,21,8000000,9,4,5,2.33,marcao,Sevilla FC,6.76,33.8,0,0,,0.04878714,164,17,181,1,2,0,0,0,309,6,840951
Villarreal,Adrià Altimira,Defensa,21,8000000,11,5,6,1.91,sergi-altimira,Real Betis,6.7454545454545,74.2,1,0,0.2081,0.30506121,283,28,311,6,1,0,2,7,554,13,1137814
Las Palmas,Campaña,Centrocampista,20,10000000,8,4,4,2.5,jose-campana,Las Palmas,6.6428571428571,46.5,0,0,0.0151,0.05362479,135,21,156,1,0,0,0,1,173,8,96373
Athletic,Imanol García,Defensa,20,10000000,9,4,5,2.22,fran-garcia,Real Madrid,6.95,166.8,1,5,0.5086,1.83855494,722,91,813,8,2,0,1,9,1409,25,851271
Sevilla,Jordán,Centrocampista,19,13000000,9,4,5,2.11,joan-jordan,Sevilla FC,6.7833333333333,40.7,0,0,0.1828,0.11483421,209,28,237,1,1,0,1,6,378,8,591750
Las Palmas,Cristian Herrera,Delantero,19,10000000,8,4,4,2.38,cristian-herrera,Las Palmas,6.6666666666667,40.0,1,0,0.8738,0.06533585,84,7,91,1,1,0,1,1,170,7,362032
Alavés,Alkain,Delantero,19,10000000,10,5,5,1.9,fali,Cádiz CF,6.8310344827586,198.1,0,0,0.8056,0.23892664,745,231,976,3,11,0,3,11,2460,29,349794
Sevilla,Nianzou,Defensa,19,9000000,8,4,4,2.38,tanguy-nianzou,Sevilla FC,6.5125,52.1,0,0,0.0305,0.02377286,134,17,151,2,3,0,0,1,331,8,1003007
Sevilla,Marcão,Defensa,18,10000000,7,4,3,2.57,marcao,Sevilla FC,6.76,33.8,0,0,,0.04878714,164,17,181,1,2,0,0,0,309,6,840951
Real Sociedad,Odriozola,Defensa,18,9000000,9,3,6,2.0,alvaro-odriozola,Real Sociedad,6.575,52.6,0,0,,0.2097049,167,21,188,2,0,0,0,0,397,9,353250
Alavés,Panichelli,Delantero,18,7000000,8,5,3,2.25,dani-ceballos,Real Madrid,6.7705882352941,115.1,0,2,0.3279,1.03820455,475,47,522,5,2,0,1,7,602,19,547838
Getafe,Arambarri,Centrocampista,17,15000000,7,3,4,2.43,mauro-arambarri,Getafe CF,6.5714285714286,46.0,0,0,0.5234,0.1372219,111,24,135,2,2,0,2,9,337,7,385888
Celta,Aidoo,Defensa,17,15000000,6,3,3,2.83,joseph-aidoo,Celta de Vigo,6.7166666666667,40.3,0,0,0.0995,0.03687235,142,39,181,2,0,0,0,3,416,6,796320
Sevilla,Januzaj,Centrocampista,17,14000000,8,3,5,2.13,adnan-januzaj,Sevilla FC,6.6875,53.5,0,0,0.5954,0.16869029,64,13,77,5,0,0,1,6,195,8,328145
Barcelona,Marcos Alonso,Defensa,17,12000000,5,3,2,3.4,marcos-alonso,Barcelona,7.02,35.1,0,0,0.0951,0.32722638,153,19,172,3,0,0,2,3,250,5,69408
Getafe,Angileri,Defensa,17,9000000,11,6,5,1.55,fabrizio-angileri,Getafe CF,6.675,53.4,0,0,0.0,0.85781832,59,30,89,2,2,1,0,0,184,11,311462
Real Sociedad,Magunacelaya,Centrocampista,17,8000000,5,2,3,3.4,munir-el-haddadi,Las Palmas,6.7864864864865,251.1,3,2,4.317,2.75665344,559,137,696,21,3,0,12,43,2420,37,350170
Villarreal,Carlos Romero,Defensa,16,8000000,7,4,3,2.29,carlos-dominguez,Celta de Vigo,6.7571428571429,141.9,0,0,0.2769,0.2522736,635,167,802,2,2,0,0,5,1540,21,1069703
Barcelona,Marc Guiu,Delantero,15,7000000,3,3,0,5.0,marc-pubill,Almería,6.8590909090909,150.9,1,3,0.6457,0.8209026,509,155,664,28,2,0,3,18,1799,22,1094106
Mallorca,Van Der Heyden,Defensa,14,14000000,6,3,3,2.33,siebe-van-der-heyden,RCD Mallorca,6.6333333333333,39.8,0,0,0.1648,0.051160295,62,30,92,0,2,1,0,2,292,6,842164
Sevilla,Hannibal Mejbri,Centrocampista,14,9000000,6,2,4,2.33,hannibal-mejbri,Sevilla FC,6.74,33.7,0,0,0.0104,0.18470668,40,8,48,3,2,0,0,1,107,6,1009386
Villarreal,Denis Suárez,Centrocampista,13,13000000,4,2,2,3.25,denis-suarez,Villarreal CF,6.725,26.9,0,0,0.0908,0.60536817,76,13,89,5,0,0,0,1,138,4,138383
Valencia,Hugo González,Delantero,13,8000000,9,2,7,1.44,urko-gonzalez,Real Sociedad,6.575,26.3,0,0,0.0353,0.0395473,67,18,85,0,1,0,0,1,148,4,1064009
Atlético,Vermeeren,Centrocampista,12,15000000,5,3,2,2.4,arthur-vermeeren,Atlético Madrid,6.5,26.0,0,0,,0.01956318,57,14,71,0,1,0,0,0,101,4,1149127
Athletic,Jauregizar,Centrocampista,12,7000000,7,4,3,1.71,andre-silva,Real Sociedad,6.6294117647059,112.7,3,0,3.3006,0.22228973,129,29,158,6,1,0,6,16,736,18,190159
Betis,Bakambu,Delantero,11,7000000,4,3,1,2.75,cedric-bakambu,Real Betis,6.55,26.2,0,0,0.4357,0.41823573,26,13,39,1,1,0,1,4,195,4,115665
Las Palmas,Álvaro Lemos,Defensa,10,10000000,4,3,1,2.5,alvaro-lemos,Las Palmas,6.6666666666667,20.0,0,0,0.0203,0.05774105,96,20,116,0,1,0,0,1,193,3,813645
Las Palmas,Fabio González,Centrocampista,10,9000000,6,3,3,1.67,fabio-gonzalez,Las Palmas,6.7666666666667,20.3,0,0,,0.04389444,79,3,82,1,0,0,0,0,42,5,894477
Valencia,Pablo Gozálbez,Centrocampista,10,7000000,5,2,3,2.0,fabio-gonzalez,Las Palmas,6.7666666666667,20.3,0,0,,0.04389444,79,3,82,1,0,0,0,0,42,5,894477
Las Palmas,Mfulu,Centrocampista,9,9000000,6,3,3,1.5,omenuke-mfulu,Las Palmas,6.66,33.3,0,0,0.0,0.02053349,53,7,60,1,1,0,0,0,92,5,552668
Sevilla,Alejo Véliz,Delantero,9,9000000,6,3,3,1.5,alejo-veliz,Sevilla FC,6.475,25.9,0,0,0.2275,0.00398815,4,2,6,0,0,0,2,2,46,5,1116987
Las Palmas,Sinkgraven,Defensa,8,10000000,10,5,5,0.8,daley-sinkgraven,Las Palmas,6.4555555555556,58.1,0,0,0.0,0.06241578,206,30,236,0,0,1,0,0,377,10,377206
Valencia,Jaume Doménech,Portero,8,8000000,2,1,1,4.0,jaume-domenech,Valencia CF,7.2,14.4,0,0,,0.00086315,11,18,29,0,0,0,0,0,79,2,235386
Mallorca,Dominik Greif,Portero,8,8000000,1,0,1,8.0,dominik-greif,RCD Mallorca,7.8,7.8,0,0,,0.00637931,21,8,29,0,0,0,0,0,90,1,791046
Real Sociedad,Urko Gonzalez,Defensa,8,8000000,5,3,2,1.6,urko-gonzalez,Real Sociedad,6.575,26.3,0,0,0.0353,0.0395473,67,18,85,0,1,0,0,1,148,4,1064009
Villarreal,Reina,Portero,7,11000000,3,2,1,2.33,pepe-reina,Villarreal CF,6.6,6.6,0,0,,0.00279089,23,8,31,0,2,1,0,0,90,1,26937
Betis,Bartra,Defensa,6,26000000,3,2,1,2.0,marc-bartra,Real Betis,6.5666666666667,19.7,0,0,0.2075,0.02113337,101,15,116,2,1,0,0,3,225,3,99519
Las Palmas,Eric Curbelo,Defensa,6,10000000,2,1,1,3.0,eric-curbelo,Las Palmas,6.8,6.8,0,0,0.0,0.0018225,51,2,53,0,0,0,0,0,90,1,868227
Real Sociedad,Unai Marrero,Portero,6,9000000,2,1,1,3.0,unai-marrero,Real Sociedad,6.65,13.3,0,0,,0.05263072,23,17,40,0,0,0,0,0,141,2,1094782
Mallorca,Cuéllar,Portero,6,8000000,1,0,1,6.0,cyle-larin,RCD Mallorca,6.7176470588235,228.4,3,2,9.0507,0.54363973,181,98,279,14,8,0,26,69,1796,34,790179
Girona,Antal,Defensa,6,8000000,1,1,0,6.0,ivan-alejo,Cádiz CF,6.5733333333333,197.2,0,2,0.4906,2.7505395,195,109,304,24,17,0,2,11,1713,30,352486
