Player Name,Team,Rating,Total Rating,Goals,Assists,Expected Goals,Expected Assists,Accurate Passes,Inaccurate Passes,Total Passes,Successful Dribbles,Yellow Cards,Red Cards,Shots On Target,Total Shots,Minutes Played,Appearances,ID
alfonso-espino,Rayo Vallecano,6.7548387096774,209.4,0,1,1.0047,2.85621566,834,276,1110,24,9,0,5,18,2512,31,542634
ivan-balliu,Rayo Vallecano,6.8212121212121,225.1,0,1,0.6803,2.29865019,799,239,1038,7,4,0,4,11,2876,33,152446
aridane-hernandez,Rayo Vallecano,6.8,122.4,0,0,0.2333,0.09074263,616,105,721,1,3,0,0,4,1601,18,41013
josep-chavarria,Rayo Vallecano,6.6952380952381,140.6,1,1,0.9718,0.96897803,470,116,586,9,3,1,2,11,1086,21,1010421
stole-dimitrievski,Rayo Vallecano,6.9243243243243,256.2,0,0,0,0.06670815,567,457,1024,1,2,0,0,0,3330,37,97951
luis-javier-suarez,Almería,6.9214285714286,96.9,4,0,5.5215,0.50008396,141,39,180,10,2,0,12,33,849,14,914213
largie-ramazani,Almería,6.7310344827586,195.2,3,5,4.721,2.39588437,195,108,303,31,7,2,13,40,1576,29,909966
ibrahima-kone,Almería,6.5375,52.3,0,0,0.3576,0.44668996,33,16,49,1,0,0,2,3,281,8,873630
anthony-lozano,Almería,6.6473684210526,126.3,3,0,3.4541,0.38346083,107,39,146,5,2,0,9,27,873,19,169549
leo-baptistao,Almería,6.8354838709677,211.9,6,0,5.2697,0.98895832,346,170,516,11,6,1,18,48,1835,31,252857
marko-milovanovic,Almería,6.5909090909091,72.5,1,0,1.532,0.11037717,43,24,67,1,0,0,1,5,316,11,1100957
luka-romero,Almería,6.6916666666667,80.3,3,0,1.2884,0.11933045,131,10,141,6,2,0,3,8,434,12,1032022
sergio-arribas,Almería,7.0090909090909,231.3,7,4,7.1972,3.23122919,538,113,651,15,1,0,18,53,2020,33,997203
iddrisu-baba,Almería,6.704,167.6,0,0,0.7161,0.44437255,541,106,647,14,5,0,2,8,1442,25,914014
dion-lopy,Almería,6.8733333333333,206.2,0,0,1.2696,0.71437266,736,130,866,29,5,0,8,23,1927,30,982327
lucas-robertone,Almería,7.1,227.2,0,5,0.9558,2.08897379,1024,194,1218,8,11,0,13,36,2301,32,848926
jonathan-viera,Almería,7.12,142.4,2,3,3.2096,2.2152528,865,106,971,17,2,1,9,23,1458,20,129451
adrian-embarba,Almería,6.8885714285714,241.1,3,1,4.0886,3.54031992,530,178,708,42,4,0,24,60,2395,35,346516
gonzalo-melero,Almería,6.5703703703704,177.4,0,1,1.8436,0.88965181,354,75,429,7,3,0,3,13,1076,27,789886
pena-marcos,Almería,6.8428571428571,47.9,0,0,0.1729,0.02507911,188,29,217,0,3,0,1,4,439,7,1493216
cesar-montes,Almería,6.652380952381,139.7,0,0,0.7015,0.39055292,748,215,963,3,5,0,2,13,1792,21,818406
bruno-langa,Almería,6.73,67.3,1,0,0.1371,0.17121068,217,74,291,10,1,1,2,7,729,10,987490
chumi,Almería,6.61,198.3,0,1,0.9678,0.63342163,973,148,1121,5,4,0,1,5,2347,30,913455
marc-pubill,Almería,6.8590909090909,150.9,1,3,0.6457,0.8209026,509,155,664,28,2,0,3,18,1799,22,1094106
edgar-gonzalez,Almería,6.7433333333333,202.3,2,0,2.3368,0.30119893,1125,191,1316,7,5,1,3,13,2483,30,914522
alejandro-pozo,Almería,6.4904761904762,136.3,0,0,0.4034,0.76361824,345,104,449,1,3,0,3,4,992,21,848080
aleksandar-radovanovic,Almería,6.8625,54.9,0,0,0.0353,0.00772399,160,11,171,0,2,0,0,1,504,8,823996
centelles-alex,Almería,6.6142857142857,92.6,0,1,0.0354,0.96127935,313,97,410,4,2,0,1,2,979,14,964174
luis-maximiano,Almería,7.0090909090909,231.3,0,0,0,0.03809096,691,422,1113,3,1,0,0,0,2970,33,845797
fernando-martinez,Almería,6.8333333333333,20.5,0,0,,0.00651217,64,44,108,0,0,0,0,0,270,3,139925
diego-marino,Almería,6.8,6.8,0,0,0,0.00041016,17,4,21,0,0,0,0,0,90,1,69379
